Name,Obj Fn,Runtime,MIPGAP
B1C3_0
Capacity,13462,12368,11967,12333,14077,12087,12191,12139,13052,13502,11204,13012,13055,10782,12919,12040,12659,13677,11709,11856,12392,12559,13215,13048,10940,12338,12102,12513,11911,13080,
Demand,12718,12444,12525,11838,12344,12091,12951,14075,11245,11553,11791,12517,13592,11699,13757,12269,12037,11395,13722,12817,13427,12096,12102,11666,11231,13147,12453,11173,12521,12755,
B1C3_1
Capacity,13462,12491,12086,12456,14217,12087,12312,12260,13052,13637,11316,13012,13055,10889,13048,12160,12659,13813,11709,11856,12392,12559,13347,13178,11049,12338,12223,12638,11911,13210,
Demand,12718,12444,12399,11719,12344,12091,12951,14075,11245,11553,11673,12517,13592,11582,13619,12269,11916,11395,13584,12817,13427,11975,11980,11549,11118,13147,12328,11061,12521,12627,
B1C3_2
Capacity,13596,12741,12328,12705,14359,12087,12559,12505,13052,13910,11543,13012,13055,11106,13309,12403,12659,14090,11826,11856,12392,12559,13614,13442,11270,12461,12468,12891,11911,13475,
Demand,12590,12319,12152,11601,12344,12091,12821,14075,11245,11553,11556,12517,13592,11351,13482,12269,11678,11395,13448,12817,13427,11736,11741,11318,11006,13147,12081,10840,12521,12375,
B1C3_3
Capacity,13868,13125,12575,13089,14647,12207,12938,12883,13052,14330,11891,13012,13055,11442,13711,12652,12659,14515,11944,11856,12392,12684,14025,13848,11495,12710,12844,13280,11911,13882,
Demand,12339,12073,11789,11484,12344,12091,12692,14075,11245,11553,11440,12517,13592,11012,13347,12269,11445,11395,13313,12817,13427,11385,11506,10980,10895,13147,11721,10516,12521,12128,
B1C3_4
Capacity,14287,13656,12827,13618,15089,12329,13461,13404,13052,14910,12372,13142,13055,11904,14266,12905,12659,15103,12183,11856,12515,12938,14593,14408,11725,13094,13364,13817,11911,14444,
Demand,12092,11713,11438,11369,12344,12091,12565,14075,11245,11553,11325,12517,13592,10683,13213,12269,11216,11395,13179,12817,13427,10935,11276,10546,10786,13147,11371,10201,12521,11885,
B2C3_0
Capacity,12086,12917,13977,13373,12093,11955,13153,13168,12603,12024,12707,11707,13184,12562,12709,12164,12025,11922,11825,12631,11496,13564,11493,12588,12749,12731,12922,11505,11533,11552,
Demand,12718,12444,12525,11838,12344,12091,12951,14075,11245,11553,11791,12517,13592,11699,13757,12269,12037,11395,13722,12817,13427,12096,12102,11666,11231,13147,12453,11173,12521,12755,
B2C3_1
Capacity,12206,13046,14116,13506,12213,12074,13153,13299,12729,12024,12834,11824,13315,12687,12836,12285,12145,12041,11943,12757,11610,13699,11493,12588,12876,12858,13051,11620,11648,11552,
Demand,12718,12319,12525,11719,12344,11970,12821,14075,11245,11553,11673,12517,13592,11699,13619,12146,12037,11395,13722,12817,13427,11975,11980,11549,11231,13147,12328,11061,12395,12755,
B2C3_2
Capacity,12328,13307,14399,13641,12458,12315,13153,13565,12984,12024,13091,12061,13582,12941,13093,12531,12388,12282,12182,13012,11843,13973,11493,12588,13134,13115,13312,11853,11881,11552,
Demand,12718,12073,12525,11484,12344,11731,12565,14075,11245,11553,11556,12517,13592,11699,13347,12024,12037,11281,13722,12817,13427,11736,11741,11318,11231,13147,12081,10840,12148,12755,
B2C3_3
Capacity,12575,13709,14687,13914,12707,12687,13153,13975,13376,12144,13486,12302,13992,13332,13488,12909,12762,12653,12426,13405,12200,14395,11493,12588,13530,13511,13714,12210,12239,11552,
Demand,12718,11713,12525,11255,12344,11496,12190,14075,11245,11553,11440,12517,13592,11699,12949,11903,12037,11056,13722,12817,13427,11385,11506,10980,11231,13147,11721,10516,11785,12755,
B2C3_4
Capacity,12955,14264,14981,14193,12962,13200,13153,14540,13780,12387,14031,12549,14414,13871,14033,13431,13147,13165,12675,13948,12694,14977,11493,12713,14078,14058,14269,12704,12734,11667,
Demand,12718,11364,12525,10919,12344,11267,11708,14075,11245,11553,11325,12517,13592,11699,12437,11783,12037,10726,13722,12817,13427,10935,11276,10546,11231,13147,11371,10098,11319,12755,
B3C3_0
Capacity,11635,13405,11951,12062,11809,13151,11272,11775,12615,12246,11553,13534,11461,11854,10878,11899,12991,12404,11764,13355,12859,13094,13685,13741,12359,12807,12121,11811,11433,12710,
Demand,12718,12444,12525,11838,12344,12091,12951,14075,11245,11553,11791,12517,13592,11699,13757,12269,12037,11395,13722,12817,13427,12096,12102,11666,11231,13147,12453,11173,12521,12755,
B3C3_1
Capacity,11751,13539,12070,12182,11927,13282,11384,11775,12741,12368,11553,13669,11575,11972,10986,12017,13120,12528,11881,13488,12859,13224,13685,13741,12482,12935,12121,11929,11433,12837,
Demand,12718,12319,12525,11838,12344,12091,12821,14075,11132,11553,11673,12517,13592,11582,13619,12269,12037,11281,13722,12817,13427,11975,11980,11549,11118,13015,12328,11061,12395,12627,
B3C3_2
Capacity,11986,13810,12311,12426,12166,13548,11611,11775,12996,12615,11553,13943,11806,12211,11205,12258,13383,12779,12118,13758,12859,13356,13685,13741,12732,13194,12242,12048,11433,13094,
Demand,12718,12073,12525,11838,12344,12091,12565,14075,11020,11553,11556,12517,13592,11351,13347,12269,12037,11168,13722,12817,13427,11736,11741,11318,10895,12755,12081,10840,12148,12375,
B3C3_3
Capacity,12226,14227,12683,12801,12533,13819,11962,11775,13388,12868,11553,14364,12163,12580,11544,12628,13787,13035,12361,14173,12859,13489,13685,13878,13116,13592,12364,12168,11547,13489,
Demand,12718,11713,12525,11838,12344,12091,12190,14075,10909,11553,11440,12517,13592,11124,13080,12269,12037,11056,13722,12817,13427,11385,11506,10980,10678,12375,11840,10516,11785,12006,
B3C3_4
Capacity,12471,14803,13066,13188,13040,14096,12446,11775,13929,13125,11553,14945,12530,13089,12010,13139,14345,13296,12608,14747,12987,13623,13685,14156,13647,14142,12611,12411,11778,14034,
Demand,12718,11250,12525,11838,12344,12091,11708,14075,10799,11553,11325,12517,13592,10901,12819,12269,12037,10945,13722,12817,13427,10935,11276,10546,10360,12006,11603,10201,11319,11531,
B4C3_0
Capacity,12992,12829,12686,12762,11052,12466,13395,12197,12775,12193,12285,12884,13516,12836,13416,11573,11112,13130,12809,12678,11454,12963,11806,12318,13179,11978,12744,11953,11761,13704,
Demand,12718,12444,12525,11838,12344,12091,12951,14075,11245,11553,11791,12517,13592,11699,13757,12269,12037,11395,13722,12817,13427,12096,12102,11666,11231,13147,12453,11173,12521,12755,
B4C3_1
Capacity,13121,12957,12686,12762,11162,12590,13528,12197,12775,12314,12407,13012,13651,12964,13416,11688,11223,13261,12937,12678,11454,13092,11924,12318,13179,12097,12871,12072,11878,13841,
Demand,12718,12319,12525,11719,12344,12091,12821,14075,11245,11437,11673,12517,13456,11582,13619,12269,12037,11281,13722,12817,13427,11975,11980,11549,11231,13015,12328,11061,12395,12627,
B4C3_2
Capacity,13252,13216,12686,12762,11385,12842,13799,12197,12775,12561,12656,13273,13924,13223,13416,11922,11335,13526,13196,12678,11454,13354,12163,12318,13310,12339,13128,12313,12115,14118,
Demand,12718,12073,12525,11484,12344,12091,12565,14075,11245,11322,11440,12517,13321,11351,13347,12269,11916,11168,13722,12817,13427,11736,11860,11318,11118,12755,12081,10840,12148,12375,
B4C3_3
Capacity,13384,13615,12686,12762,11728,13229,14215,12197,12775,12940,13038,13674,14345,13488,13550,12282,11562,13934,13594,12678,11568,13757,12530,12318,13443,12711,13524,12685,12481,14545,
Demand,12718,11832,12525,11255,12344,12091,12190,14075,11245,11208,11211,12517,13187,11124,13080,12269,11796,11056,13722,12817,13427,11385,11741,10980,11006,12375,11721,10516,11785,12006,
B4C3_4
Capacity,13517,14166,12686,12889,12082,13764,14645,12318,12775,13463,13565,14227,14925,13895,13821,12779,11910,14498,14144,12804,11799,14313,13037,12318,13577,13225,14071,13198,12986,15133,
Demand,12718,11595,12525,11030,12344,12091,11827,14075,11245,11095,10987,12517,13055,10901,12819,12269,11678,10945,13722,12817,13427,10935,11623,10653,10895,12006,11371,10201,11319,11648,
B5C3_0
Capacity,12176,12026,10801,13537,12281,12657,11179,12144,10989,13509,12109,13135,12758,13237,13581,12635,13832,13055,12993,11850,12410,13691,12251,11052,12446,11893,12906,12117,12158,11938,
Demand,12718,12444,12525,11838,12344,12091,12951,14075,11245,11553,11791,12517,13592,11699,13757,12269,12037,11395,13722,12817,13427,12096,12102,11666,11231,13147,12453,11173,12521,12755,
B5C3_1
Capacity,12176,12146,10909,13537,12403,12657,11179,12265,11098,13644,12230,13266,12885,13237,13716,12761,13970,13185,13122,11968,12410,13827,12251,11162,12570,12011,12906,12238,12158,12057,
Demand,12590,12319,12525,11719,12344,12091,12821,14075,11245,11553,11791,12517,13592,11582,13757,12269,12037,11281,13584,12817,13427,11975,11980,11549,11231,13147,12328,11173,12395,12627,
B5C3_2
Capacity,12176,12389,11128,13537,12652,12657,11179,12510,11320,13917,12475,13531,13143,13237,13991,13016,14250,13449,13385,12207,12410,14104,12251,11385,12821,12252,13035,12483,12158,12177,
Demand,12339,12073,12525,11484,12344,12091,12692,14075,11245,11553,11791,12517,13592,11351,13757,12269,12037,11056,13313,12817,13427,11736,11741,11318,11231,13147,12204,11173,12148,12375,
B5C3_3
Capacity,12176,12763,11464,13537,13034,12783,11179,12761,11662,14337,12851,13940,13406,13369,14413,13277,14680,13855,13789,12576,12410,14387,12251,11612,13208,12621,13296,12860,12158,12420,
Demand,11971,11713,12525,11255,12344,12091,12565,14075,11245,11553,11791,12517,13592,11012,13757,12269,11916,10835,13047,12817,13427,11385,11390,10980,11231,13015,12081,11061,11905,12006,
B5C3_4
Capacity,12297,13279,11809,13672,13561,13039,11179,13016,12013,14917,13371,14504,13811,13637,14997,13543,15123,14273,14347,13085,12410,14821,12373,11845,13743,13132,13697,13380,12158,12795,
Demand,11614,11250,12525,11030,12344,11970,12439,14075,11245,11553,11791,12517,13592,10576,13619,12269,11796,10618,12786,12817,13292,11046,11051,10546,11231,12884,11960,10950,11667,11531,
B6C3_0
Capacity,22714,24862,27746,26132,25072,27537,25033,22093,25823,21638,25103,23826,23975,24770,24044,24335,24925,25729,27273,26059,21428,25148,25306,26163,25799,25927,25822,23327,23998,23456,
Demand,25437,24889,25050,23675,24688,24182,25902,28151,22490,23106,23582,25034,27184,23397,27515,24537,24075,22789,27444,25634,26855,24192,24204,23333,22462,26294,24906,22346,25043,25509,
B6C3_1
Capacity,22714,25110,28023,26393,25322,27812,25033,22313,26081,21854,25354,24064,23975,25017,24284,24335,25174,25729,27545,26059,21642,25399,25559,26424,25799,25927,26080,23327,23998,23690,
Demand,25182,24889,24799,23438,24688,24182,25642,28151,22490,23106,23346,25034,27184,23163,27239,24537,23834,22789,27444,25634,26586,23950,23961,23099,22237,26031,24906,22122,24792,25509,
B6C3_2
Capacity,22714,25614,28586,26922,25830,28370,25033,22761,26604,22292,25863,24547,24214,25519,24771,24578,25679,25729,28098,26059,22076,25652,26072,26688,25799,25927,26603,23560,24237,24165,
Demand,24680,24889,24305,22970,24688,24182,25131,28151,22490,23106,23112,25034,27184,22701,26696,24537,23595,22561,27444,25634,26056,23472,23483,22639,21793,25512,24906,21681,24298,25509,
B6C3_3
Capacity,22714,26389,29450,27736,26611,29228,25033,23449,27409,22966,26645,25289,24700,26291,25520,25071,26455,25729,28947,26059,22518,25908,26860,26954,25799,25927,27408,24032,24479,24650,
Demand,24188,24640,23820,22512,24688,24182,24383,27869,22265,23106,22880,25034,27184,22025,25902,24537,23359,22335,27444,25634,25537,22773,23015,21965,21145,25003,24906,21036,23575,25253,
B6C3_4
Capacity,22714,27458,30341,28860,27690,30414,25033,24399,28238,23896,27725,26053,25447,27356,26554,25574,27527,25729,29823,26059,22970,26167,27948,27223,26056,26186,28519,24514,24723,25144,
Demand,23706,24393,23345,22063,24441,24182,23658,27590,22042,23106,22651,25034,27184,21369,25131,24537,23125,22111,27444,25634,25028,22095,22556,21097,20515,24504,24906,20409,22873,25000,
B7C3_0
Capacity,23307,24391,23702,23024,26005,24398,26533,26083,25099,23900,25485,23501,23758,27383,24140,22273,25230,25739,26403,25566,26851,26055,22741,26080,26871,23667,25307,26255,26260,25943,
Demand,25437,24889,25050,23675,24688,24182,25902,28151,22490,23106,23582,25034,27184,23397,27515,24537,24075,22789,27444,25634,26855,24192,24204,23333,22462,26294,24906,22346,25043,25509,
B7C3_1
Capacity,23540,24391,23702,23024,26265,24398,26798,26083,25349,24139,25485,23501,23758,27656,24381,22273,25482,25996,26403,25566,26851,26315,22968,26340,26871,23667,25560,26517,26522,26202,
Demand,25437,24889,24799,23438,24688,24182,25642,28151,22265,23106,23582,24783,26912,23163,27239,24537,24075,22789,27169,25634,26586,23950,23961,23099,22237,26294,24906,22122,25043,25253,
B7C3_2
Capacity,24012,24391,23702,23024,26792,24641,27335,26083,25858,24623,25739,23501,23758,28211,24870,22273,25993,26517,26403,25566,27119,26578,23428,26869,26871,23667,26073,27049,26787,26728,
Demand,25182,24889,24305,23203,24688,24182,25131,28151,21821,23106,23582,24289,26642,22701,26696,24537,24075,22789,26897,25634,26056,23472,23721,22639,21793,26031,24906,21900,25043,24750,
B7C3_3
Capacity,24738,24391,23702,23024,27602,25135,28162,26083,26377,25368,26255,23501,23995,29064,25622,22495,26779,27319,26403,25566,27663,26843,24136,27408,26871,23667,26861,27867,27324,27536,
Demand,24930,24889,23820,22740,24688,24182,24383,27869,21171,23106,23582,23805,26375,22025,25902,24537,24075,22789,26628,25634,25281,22773,23483,21965,21145,25770,24656,21681,25043,24256,
B7C3_4
Capacity,25740,24634,23702,23024,28721,25895,29304,26083,26906,26135,27049,23501,24476,30242,26660,22946,27589,28426,26403,25821,28218,27111,25114,27958,26871,23903,27674,28997,28150,28369,
